Title,Plot,Cast,Genre,Runtime,Director,Production House,Release Dates,Image URL,Rating,Total Ratings,Movie URL
Eutai(2014),Plot not found,"Dev Nepal, Sapana K.C., Ram Budhathoki, Ram Kumar Adhikari, Kamal Gyanwali, Sandhya Poudel, Asha Kaji Shrestha",Drama,2h 18m,Dev Nepal,N/A,"4 Paush, 2071, 19 December, 2014",,,,https://www.thefilmnepal.com/movie/eutai
Sushree Sampati(2014),Plot not found,"Salon Basnet, Sunita Shrestha, Binod Neupane, Rajaram Poudyal, Sara Shirpali","Comedy,Drama,Romance",1h 54m,Subrat Acharya,Raul Presentation,"3 Paush, 2071, 18 December, 2014",https://img.youtube.com/vi/iRi3RbpLCZk/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/sushree-sampati
Junge(2014),Plot not found,"Dhrishya Subedi, Jyoti Karki, Pradeep Dhakal, M.S. Agraj, Joes Pandey, Sushank Mainali, Suraj Singh Thakuri, Reecha Sharma, Sushil Raj Pandey, Deep Sikha Shahi, Anup Baral, Naresh Poudel, Najir Husen","Drama,Action,Crime",2h 10m,Utkal Thapa,"Avana Productions Pvt.Ltd,Idea and Images pvt.ltd.","3 Paush, 2071, 18 December, 2014",https://img.youtube.com/vi/6bb-wRdSKaw/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/junge
Kara(2014),Plot not found,"Amitesh Shah, Manju Giri, Praveg Pandey, Snabu Neupane, Anjan Sharma","Drama,Documentary",2h 18m,Keshav Pandey,Cinema Door,"1 Paush, 2071, 16 December, 2014",,,,https://www.thefilmnepal.com/movie/kara
Love You Baba(2014),Plot not found,"Pushkar Regmi, Anu Shah, Nirmal Sharma, Gajit Bista, Nawal Nepal, Arjun Gurung, Basanta Bhatta, Rashmi Bhatta, Nishma Ghimire, Ashishma Nakarmi, Chandra Panta, Sangam Bista, Sangam Bista, Subrat Acharya, Saugat Bista, Anmol Agrawal, Raju Bajaj, Pratistha Poudel, Jeet Raghav, Suren Basel, Prakash Basnet, Niru Khadka, Shree Krishna Neupane, Lakshya Bahadur KC","Drama,Family",2h 31m,Saugat Bista,Dance Fever Rythm of Soul,"26 Mangshir, 2071, 12 December, 2014",,,,https://www.thefilmnepal.com/movie/love-you-baba
Love In Crime(2014),Plot not found,"Uttam K.C., Ashok Dhital, Manoj Basnet, Gita Nepal, Subash Karki","Drama,Crime",2h 18m,Kranti KC,S.K.S. Films,"23 Mangshir, 2071, 9 December, 2014",https://img.youtube.com/vi/Lp92T92Z1ys/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/love-in-crime
Footpath(2014),Plot not found,"Sapana Lamichhane, Deepak Kandel, Dhan Bahadur Rai, Pasang Lama, Gaurav Chauhan, Uttam Manandhar, Shaka B.C., Krishna Bam (Krish), Suraj Baraili, Prabhat Bishwokarma, Biraj Shahi Thakuri, Shankar Babli (Royal), Something B. C., Kedar Rai, Sapana Lamichhane, Sangita Mainali, Roj Lama, Bhupendra DC, Nisha Rawal, Sima Magar, Surya Maharjan, Dharma Raj Munikar, Bishal Maharjan, Rajesh Malakar, Surya Kshetri, Krishna Paneru, Nikhil Lama, Sushman B.C., Manoj Lama, Dinesh Adhikari, Ram Lama, Manoj Narayan, Sumitra Shrestha, Raju Shrestha, Raj Lama, Bikash Lama, Ganesh Subedi","Drama,Crime",1h 26m,Rajendra B.C.,Raag Vision Multi Movies Pvt.Ltd,"23 Mangshir, 2071, 9 December, 2014",,,,https://www.thefilmnepal.com/movie/footpath
Artha Yo Premko(2014),Plot not found,Milan Karki,Drama,1h 45m,Milan Karki,Pareli Films,"23 Mangshir, 2071, 9 December, 2014",,,,https://www.thefilmnepal.com/movie/artha-yo-premko
Sakina Bhulna Timilai(2014),Plot not found,Raj Basnet,"Drama,Romance",2h 18m,Raj Basnet,N/A,"23 Mangshir, 2071, 9 December, 2014",https://img.youtube.com/vi/3KoE22U78Xc/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/sakina-bhulna-timilai
Good Luck(2014),Plot not found,"Amrit Kumar Shrestha, Kalyan Ghimire, Shreejana Basnet, Rabindra Khadka, Navaraj Shrestha","Drama,Romance",2h 1m,Shreejana Basnet,Shikshya Films pvt.ltd,"23 Mangshir, 2071, 9 December, 2014",,,,https://www.thefilmnepal.com/movie/good-luck
Way To Injury(2014),Plot not found,Prem Khadka,Drama,1h 50m,Amar Oli,N/A,"23 Mangshir, 2071, 9 December, 2014",,,,https://www.thefilmnepal.com/movie/way-to-injury
Honeymoon Night(2014),Plot not found,"Sumitra Shrestha, Binita Ghimire, Shambhu Ghimire, Naresh B.K.","Drama,Romance",2h 18m,Laxman Sunwar,N/A,"22 Mangshir, 2071, 8 December, 2014",https://img.youtube.com/vi/77CmAPfvffs/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/honeymoon-night
Santrash(2014),Plot not found,"Sunil Thapa, Mohan Niraula, Subash Gajurel, Kshitiza Shakya, Sumina Ghimire, Mukesh Acharya, Birendra Yadav, Sushank Mainali, Rupa Khanal, Anushka Dhakal","Drama,Horror",2h 18m,Dinesh Karki,N/A,"19 Mangshir, 2071, 5 December, 2014",,,,https://www.thefilmnepal.com/movie/santrash
Under 19(2014),Plot not found,"Rajani K.C., Rojan Rakkha",Drama,2h 18m,Shiva Ghimire,Fire Enterprises & Media Pvt.Ltd,"19 Mangshir, 2071, 5 December, 2014",,,,https://www.thefilmnepal.com/movie/under-19
Boss (Ek Prem Katha)(2014),Plot not found,"Umesh Khadka, Aayush Rijal, Neeta Dhungana",Drama,2h 18m,Pradeep Shrestha (Dir),N/A,"19 Mangshir, 2071, 5 December, 2014",,,,https://www.thefilmnepal.com/movie/boss-ek-prem-katha
Nabhya(2014),Plot not found,"Ashishma Nakarmi, Bikash Neupane, Prashana Gopali",Drama,2h 9m,Viplav R. Pokharel,N/A,"19 Mangshir, 2071, 5 December, 2014",,,,https://www.thefilmnepal.com/movie/nabhya
Naaike(2014),Plot not found,"Deepak Shrestha, Anil Shahi, Suraj R.D., Aaryan Sigdel, Rim Bishwakarma, Resham Lama, Pasang T Sherpa, Satya Raj Chaulagain, Sagar Timilsina, Amrit Regmi, Surabina Karki, Sarika K.C., Bijay Raj Century, Bodhraj Regmi, Raju Comedy, Kumar B.C., Bijay Adhikari, Ratna Ale, Bikram Dahal, Prajiv Tulachan, Hemraj Gautam, Prakash Malla, Jagdish Khanal, Madhu Karki, Kamal Bhandari, Yuvraj Giri, Gopal Gurung, Satya Raj Timilsina, Sammar Gayak, Buddha Thapa, Pratima Khadka, Santosh Subedi","Drama,Action,Romance",2h 3m,Netra Gurung,Black Shadow Production,"19 Mangshir, 2071, 5 December, 2014",https://img.youtube.com/vi/yVq8UFnrRIE/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/naaike
Rang Baijani(2014),Plot not found,"Arjun Shrestha, Ramesh Adhikari, Garima Panta, Kabita Sharma, Goma K.C., Rashmi Bhatta, Sumina Ghimire, J.N. Ghimire, Dikpal Karki","Drama,Romance",2h 18m,Sambhu Pradhan,Nutan Films Presents,"19 Mangshir, 2071, 5 December, 2014",https://img.youtube.com/vi/vQvtN9_K4FI/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/rang-baijani
Nabhya(2014),Plot not found,"Ashishma Nakarmi, Prashana Gopali, Bikash Neupane",Drama,2h 18m,Viplav R. Pokharel,N/A,"19 Mangshir, 2071, 5 December, 2014",,,,https://www.thefilmnepal.com/movie/nabhya-2
Challenge(2014),Plot not found,"B.S. Rana, Aayush Rijal, Rekha Thapa, Resh Maratha, Khusboo Neupane",Drama,2h 18m,Shyam Bhattarai,N/A,"18 Mangshir, 2071, 4 December, 2014",,,,https://www.thefilmnepal.com/movie/challenge
Dhunge Yug - Manav savyata ko bikash(2014),Plot not found,"Shreedev Bhattrai, Prajwol Giri, Sanjog Rana, Bhuvan Bhujel, Sonia Sharma, Mahima Silwal",Drama,1h 44m,Madhab Raj Kharel,Shree Media Search & Movie Makers Pvt.Ltd,"18 Mangshir, 2071, 4 December, 2014",,,,https://www.thefilmnepal.com/movie/dhunge-yug-manav-savyata-ko-bikash
Sanjog(2014),Plot not found,"Sabin Shrestha, Umesh Upreti, Sushma Karki, Puskar Bhatta, Prajwol Giri, Vidhya Karki, Khagendra Upreti, Dadhiram Upreti, Roshan Upreti, Bed Prasad Bhurtel, N.B. Anjaan, Rakesh Giri, Prakash Kharel, Ram Shiwakoti, Pushpa Prasai, Uma Tamang","Action,Drama",2h 0m,Bed Prasad Bhurtel,Yujesh Films,"16 Mangshir, 2071, 2 December, 2014",https://img.youtube.com/vi/kfzhAAk-qh8/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/sanjog-2
Mistake(2014),Plot not found,"Gunakhar AdhikarI, Apsara RayamajhI, Subash Poudel, Jenny Sherpa, Aashsh Rajbanshi, Janak Thapa, Kopil Rai, Niranjan Thapaliya, Bhagat Shah, Netra Raut, Ambika Bhushal, Prashant K.C, Leena Lamichhane, Neha Acharya, Bimal Acharya, Sangita Siwakoti, Tika Siwakoti, Padma Prasad Paudel, Mahesh Acharya, Bijaya Acharya, Khagendra Upreti, Nirmal Century, Prashant K.C., Harshika Shrestha, Rekha Poudel, Sushant Karki, Kamal Dahal, Tulsi Ghimire, Rama Thapaliya, Surbir Pandit, Laxmi","Drama,Romance",2H 18m,Rishi Raj Acharya,RB Movies,"12 Mangshir, 2071, 28 November, 2014",https://img.youtube.com/vi/cA_OSzZBWvY/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/mistake
Humjayaga(2014),Plot not found,"Parbati Rai, Reecha Dhital, Baboo Bogati, Wilson Bikram Rai, Rabi Giri",Drama,2h 18m,Surendra Pun,N/A,"5 Mangshir, 2071, 21 November, 2014",,,,https://www.thefilmnepal.com/movie/humjayaga
Shree Paanch Ambare(2014),Plot not found,"Peter Prince, Anil Bhusal, Hemanta Gautam, Nabaraj Khadka, Desh Kumar Rai, Pratik Dulal, Rabina Nepal, Padam Raj Joshi, Sushil Adhikari, Manish Soti Magar, Saugat Malla, Keki Adhikari, Deepak Karki, Ujjwal K.C., Priyanka Karki, Pawan Gautam, Diwaz Rai, Sukaram Tamang, Bikram Singh Tharu, Niru Khadka, Raj Gadaili, Lokmani Sapkota, Saroj Basnet, Rupak Ramtel, Kaji Ramtel, Prabhakar Neupane, Deepak Acharya","Comedy,Drama",2h 6m,Dipa Basnet,Jeevansathi Films,"5 Mangshir, 2071, 21 November, 2014",https://img.youtube.com/vi/lq7m2Do80SQ/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/shree-paanch-ambare
Jerryy(2014),"PLOT Jaiveer ""Jerryy"" Rana is a casanova and defines love as like a no-warranty mobile, but his definition fails when he meets the adorable Akanshya (Anna Sharma) on a trip to Mustang. Akanshya loves photography. This film is all about the journey of love between Jerryy and Akanshya which ends sadly with the death of Jerryy.","Anmol K.C., Anna SharmaAkanshya, Amalia Sharma, Abhishek Man Sherchan, Yash SJB Rana, Deepak SJB Rana, Rachana Gurung Sharma, Srijana Dixit Rana","Drama,Romance",1h 56m,Hem Raj B.C.,Falcon Pictures,"28 Kartik, 2071, 14 November, 2014",https://img.youtube.com/vi/FPQRC3_DE0c/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/jerryy
Sorry La(2014),Plot not found,"Subash Thapa, Rajan Khatiwada, Martin Khan, Anita Acharya, Roshan Maharjan, Anju K.C., Krishna Bahadur Maharjan, Ani Kuwar",Drama,2h 18m,Rishi Lamichhane,The Black Rose Film Production Pvt.Ltd,"21 Kartik, 2071, 7 November, 2014",https://img.youtube.com/vi/iFQRKqV89SQ/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/sorry-la
Euta Saathi(2014),Plot not found,"Salon Basnet, Shishir Bhandari, Rista Basnet, John Tamang, Shisir Poudel",Drama,2h 18m,Laxman Subedi,R.C.S Films Production Pvt.Ltd,"21 Kartik, 2071, 7 November, 2014",,,,https://www.thefilmnepal.com/movie/euta-saathi
Talakjung Vs Tulke(2014),Plot not found,"Dayahang Rai, Rabindra Singh Baniya, Khagendra Lamichhane, Reecha Sharma, Raj Thapa, Prakash Ghimire, Sushank Mainali, Sudam CK, Junu Bista, Hom B.C., Bikram Singh Tharu, Somnath Khanal, Buddhi Lal Magar, Suman Sagar Jung, Rajani Gurung","Drama,Action",2h 18m,Nischal Basnet,Mountain River Films,"14 Kartik, 2071, 31 October, 2014",https://img.youtube.com/vi/9m1QhCbTLmM/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/talakjung-vs-tulke
Stupid Mann(2014),Plot not found,"Jiwan Luitel, Niraj Baral, Gopal, Basanta Adhikari, Shanti Gurung, Martin Khan, Riju Shrestha, Chandani Sharma, Bibek Lama, Asta Maharjan, Manoj Rana, Taraman Rai, Dicsen Rai, Prabhu Giri, Gita Thapa, Parbati Gautam, Baba Gautam, Mr. Rai",Drama,2hr 15m,,Suvekshya Films Pvt.Ltd,"7 Kartik, 2071, 24 October, 2014",https://img.youtube.com/vi/lrXV-ymcQ78/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/stupid-mann
Lajja(2014),Plot not found,"Mithila Sharma, Hiuwala Gautam, Kiran K.C., Dhruba Koirala, Aaryan Sigdel, Ujjwal Shrestha, Upendra Karki, Tara Neupane, Prakash Shrestha (Cast), Saroj Bhakrel, Nirajan Luitel, Shilpa Pokhrel, Subash Khadka, Sakar Ojha, Narayan Pandey, Sagar Lamsal, Anju Maharjan, Laxmi Bhandari, Purushottam Dhungel",Drama,2hr 5m,,Chhabiraj Production,"7 Kartik, 2071, 24 October, 2014",https://img.youtube.com/vi/3zaBu7ky_bM/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/lajja
Yo Saath Nachutos(2014),Plot not found,Manoj Shrestha,Drama,2h 18 m,Bibek Thapa,N/A,"29 Asoj, 2071, 15 October, 2014",,,,https://www.thefilmnepal.com/movie/yo-saath-nachutos
Himmatwali(2014),Plot not found,"Rekha Thapa, Dhiraj Chand, Robinhood Sen, Abhay Chand, Puskar Bhatta, Sudarshan Gautam, Dipak Oli, Teja Ayyar","Drama,Action",2h 0m,Rekha Thapa,Rekha Films,"15 Asoj, 2071, 1 October, 2014",https://img.youtube.com/vi/58XjKaOw3uA/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/himmatwali
Baacha(2014),Plot not found,"Rajaram Poudyal, Dilip Rayamajhi, Simran Pokharel",Drama,2h 18m,Deepak Shrestha,Panchakanya Pictures,"10 Asoj, 2071, 26 September, 2014",,,,https://www.thefilmnepal.com/movie/baacha
Punte Parade(2014),Plot not found,"Najir Husen, Samyam Puri, Priyanka Karki, Rabindra Khadka, Krishna Lama, Sweta Tiwari, Nilu Doma Sherpa, Anjila Dahal, Saroj Shrestha, Geeta Adhikari","Drama,Comedy",2hr 18m,Subash Koirala,Sahan Movie makers,"3 Asoj, 2071, 19 September, 2014",https://img.youtube.com/vi/wcE_qk0KU2A/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/punte-parade
One Side Love(2014),Plot not found,"Sushil Pokhrel, Gokul Subedi, Sabina Karki, Binita Ghimire, Kapil Khatri, Rajkumar Sonam, Raju Sunam, Kajish Shrestha, Ramesh Neupane, Shital Sailunge","Drama,Romance",2h 18m,Devendra Raj Pandey,Warble Production Pvt.Ltd,"3 Asoj, 2071, 19 September, 2014",https://img.youtube.com/vi/nCdicj1sKrE/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/one-side-love
Soldier(2014),Plot not found,"Sunil Thapa, Subash Meche, Jenisha K.C., Suleman Shankar, Ram Kumar Lamichhane","Drama,Action",2hr 18m,B.S. Balami,BG Films,"27 Bhadra, 2071, 12 September, 2014",https://img.youtube.com/vi/LNCLCaH2L3s/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/soldier
Nishani(2014),Plot not found,"Prasant Tamang, Jayananda Lama, Prem Subba, Kopila Thapa, Siru Bista, Bishnu Chemjong, Suraj Bhatta, Anu Gurung, Janakram Neupane, Ashmita Gurung, Rama Limbu, Apsara Ghale, Dakshya Kumar Rai, Bikash Khadka, Bishnu Moktan, Bina Pun, Kripa Ghale, Pushpa Gurung, Agam Singh Limbu","Drama,Action",2h 0m,Vinod Sereng,Sinai Commercial Pvt.Ltd,"27 Bhadra, 2071, 12 September, 2014",https://img.youtube.com/vi/VYxExTmMg2s/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/nishani
Birkhe Lai Chinchas(2014),Plot not found,"Prakash Shrestha, Baldip Rai, Suresh Upreti, Shishir Bhandari, Subash Thapa, Sashi B. Thapa, Sanjaya Karki, Aayusha Rai, Binita Khadka, Sishir Bhandari, Rajesh Nath, Promis Gurung","Drama,Action",2h 18m,Araaj Keshav Giri,D&D Movies,"20 Bhadra, 2071, 5 September, 2014",https://img.youtube.com/vi/EYluJgQbF7E/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/birkhe-lai-chinchas
Yo Katha Ho Timro Mero(2014),Plot not found,"Suman Singh, Rista Basnet, Rupa Rana, Om Prateek, Ganesh Upreti, Bimala Giri, Shyam K.C., Rabi Karki, Dil Krishna Shrestha, Govinda Prabhat, Ram Budhathoki, Yadav Pudasaini, Janak Thapa, Shankar Paudel, Ishwor Ballabh Uprety","Drama,Romance",2h 20m,Om Prateek,The Frame Creation,"13 Bhadra, 2071, 29 August, 2014",https://img.youtube.com/vi/zdAD6oIX8SA/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/yo-katha-ho-timro-mero
Utsav(2014),Plot not found,"Saugat Malla, Gaurav Pahari, Sanjog Koirala, Menuka Pradhan, Shyam Rai, Dhruba Koirala, Prakriti Shrestha, Rashmi Bhatta, Sandip Chhetri, Purnendu Jha, Master Samyak Tamrakar, Roy Dev Shrestha, Capt S.P. Bhattrai, Reema Koirala","Drama,Romance",2h 20m,,The Showbiz Productions Pvt.Ltd,"13 Bhadra, 2071, 29 August, 2014",https://img.youtube.com/vi/PAvW1dy86CE/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/utsav
Thooli(2014),Plot not found,"Garima Panta, Jiwan Luitel, Aananda Thapa, Surendra Shah, Bishal Pahadi, Everest Surya Bohara, Riju Shrestha, Kanchan Thakuri, Neela Basnet, Prayasi Bhandari, Samjhana Paudyal, Lata Basnet, Dhiren Ghimire, Sanjeev Gurung, Ratna Prajapati","Drama,Romance",2hr 22m,Everest Surya Bohara,The Everest Kala Yatra Films,"6 Bhadra, 2071, 22 August, 2014",https://img.youtube.com/vi/YxV5OYPQ9yI/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/thooli
Tandav(2014),Plot not found,"Namrata Shrestha, Anup Baral, Amitesh Shah, Bipin Karki, Aasish Rana Magar, Alan Gurung",Drama,2h 18m,Murray Kerr,N/A,"6 Bhadra, 2071, 22 August, 2014",,,,https://www.thefilmnepal.com/movie/tandav
Teacher(2014),Plot not found,"Laya Sangraula, Kushal Thapa, Uma Karki, Salina Basnet",Drama,2h 18m,Shovit Basnet,"N/A,Salon Films","23 Shrawan, 2071, 8 August, 2014",,,,https://www.thefilmnepal.com/movie/teacher
Sheesha(2014),Plot not found,"Sharmila Malla, B.S. Rana, Aakash Ghimire, Rubi Rana Shaha, Jiwan Luitel, Uma Baby, Ragini Khadgi, Shanti Giri, Bhaichung Bhutia, Nirmal Century, Shreya Dulal, Naresh Kumar Gajurel, Dipesh Bhandari, Kunta Pradhan, Nita Pokharel","Drama,Romance",2h 18m,R.B.K. Sarad,N/A,"23 Shrawan, 2071, 8 August, 2014",https://img.youtube.com/vi/5zhzP_Nwo1I/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/sheesha
Kohinoor(2014),Plot not found,"Shree Krishna ShresthaAbhishek, Shweta Khadka, Dip Jung Rana, Mithila SharmaLaxmi (Abhishek's Mother), Samrat Sapkota, Ramesh Adhikari, Anjum Khan, Martin Khan, Navaraj Bishwakarma, Gopal Aryal, Suresh Adhikari, Sanjay Shrestha, Rabi Sharma, Soni Gurung, Raj Sharma, Mukunda Shrestha, Sambhujit BanskotaDS",Drama,2h 37m,Akash Adhikari,Nepa Movies,"23 Shrawan, 2071, 8 August, 2014",https://img.youtube.com/vi/5D0o4K_Rm5o/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/kohinoor
Mero Valentine(2014),Plot not found,"Nisha Adhikari, Rashmi Bhatta, Babu Bogati, Sotantra Pratap Shah, Sushmita Dhakal, Prakash Shrestha, Bhuwan Parajuli",Drama,2h 18m,Suraj Subba Nalbo,Sreeram Balaji Films Pvt.Ltd,"16 Shrawan, 2071, 1 August, 2014",https://img.youtube.com/vi/C9nyu_nLxu8/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/mero-valentine
Jwala(2014),Plot not found,"Rejina Upreti, Kamal Krishna Poudel, Biraj Bhatta",Drama,2h 18m,Anil Shahi,N/A,"9 Shrawan, 2071, 25 July, 2014",,,,https://www.thefilmnepal.com/movie/jwala-2
Lucky 7(2014),Plot not found,"Jay Kishan Basnet, Sunil Thapa, Sharmila Shrestha, Jeshika Khadka, Dev Kumar Maharjan","Drama,Action",2hr 18m,Dinesh Raj Sharma,N/A,"2 Shrawan, 2071, 18 July, 2014",,,,https://www.thefilmnepal.com/movie/lucky-7
Nagbeli(2014),Plot not found,"Rupa Rana, C.P. Poudel, Vicky Malla, Dayahang Rai, Harshika Shrestha, Saurabhi Jain, Sambhav Shrestha, Neer Bikram Shah","Drama,Crime",2h 18m,Govinda Rai,Cheli Maiti Internatinal Films,"27 Asar, 2071, 11 July, 2014",,,,https://www.thefilmnepal.com/movie/nagbeli
Tulsi(2014),Plot not found,"Richa Ghimire, Aayush Rijal, Bimles Adhikari",Drama,2h 18m,Shankar Ghimire,Mizas entertainment & media Pvt.Ltd,"27 Asar, 2071, 11 July, 2014",https://img.youtube.com/vi/vHn6kziFKDU/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/tulsi
Anautho Prem Katha(2014),Plot not found,"Nisha Shrestha, Jeevan Thapa, Sushma Adhikari, R. B. Katwal, Kanchan Shahi, Santosh Oli, Nirajan Thapa, Sagar Lamsal, Sapana Tamrakar, Swornim Rimal, Anita Rimal, Salina Century, Pramita Shrestha, Shrisha K.C., Tilak Karki","Drama,Romance",1h 44m,Kanchan Shahi,Kanchan Shahi Films,"20 Asar, 2071, 4 July, 2014",https://img.youtube.com/vi/U_h6mvFC9a0/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/anautho-prem-katha
Lawarish Ghar(2014),Plot not found,"Suresh Kumar, Dinesh Sharma, Yuna Upreti, Umesh Khadka, Umesh Khadka, Aayush Rijal, Ramesh Basnet, Mahesh Khadka, Aayushma Karki, Gokul Kumar Rai, Gokul Kumar Rai, Kumar Acharya, Ganesh Hitang, Bhawana B.K., Kiran Chitrakar, Tejendra Kandel, Tejendra Kandel, Amar Kaushal, Buddha Lama, Rachana Poudel, Madhu Gewali, Kamal Ale Magar, Arjun, J. N. Ghimere, Teja, Ranjan K. C., Nil Kamal Koirala, Bhumika Sunar, Vijaya Ledded, Suman Budhamagar, Bhim Gyawali, Ranjib Kumar, Sanidhya Thapa",Drama,2h 18m,Niraj Ghimire,N/A,"13 Asar, 2071, 27 June, 2014",,,,https://www.thefilmnepal.com/movie/lawarish-ghar
Paathsala(2014),Plot not found,"Birendra Yadav, Sangita B.C., Raj Gautam, Menaka Giri","Drama,Romance",2h 10m,Raj Bahadur Sane,Bhekraj Film Media Service,"13 Asar, 2071, 27 June, 2014",https://img.youtube.com/vi/vJL-yAGnE5o/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/paathsala
Khatarnak(2014),Plot not found,"Harshika Shrestha, Birendra DC","Drama,Action",2h 18m,Rishi Neupane,T.R. Films,"13 Asar, 2071, 27 June, 2014",https://img.youtube.com/vi/c9l82vK0NF4/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/khatarnak
Chinari(2014),Plot not found,"Laya Sangraula, Uttam K.C.",Drama,2h 18m,Laya Sangraula,N/A,"11 Asar, 2071, 25 June, 2014",,,,https://www.thefilmnepal.com/movie/chinari
Just For You(2014),Plot not found,"Rajesh Hamal, Badri Pudasaini",Drama,2h 18m,Raju Aryal,N/A,"11 Asar, 2071, 25 June, 2014",,,,https://www.thefilmnepal.com/movie/just-for-you
Kamina(2014),Plot not found,"Mahima Silwal, Rakesh Ranpal, Laxman G.C., Nayan Ghimire, Nirajan Sharma, Suraj Ghimire",Drama,2h 18m,Rishi Neupane,A.B Films Pvt.Ltd,"11 Asar, 2071, 25 June, 2014",,,,https://www.thefilmnepal.com/movie/kamina
Kuntha(2014),Plot not found,"Mausami Malla, Subash Gajurel, Ganesh Sapkota, Rohbin Pokhrel, Amritanshu Ghirmire",Drama,2h 18m,Anup Giri,Shine Entertainment,"11 Asar, 2071, 25 June, 2014",https://img.youtube.com/vi/vCX7nmFRcio/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/kuntha
Kasto Tension(2014),Plot not found,"Monika Dahal, Bhuvan Bhujel, Raj Kshitiz, Ananda Pun, Raj Gajmer, Binita Ghimire","Drama,Comedy",2h 18m,Shiva Ghimire,NP films,"6 Asar, 2071, 20 June, 2014",,,,https://www.thefilmnepal.com/movie/kasto-tension
Mission Four Twenty(2014),Plot not found,"Sunil Thapa, Rabindra Khadka, Rajaram Poudyal, Shyam Rai, Uttam K.C., Dayaram Dahal, Suman Singh, Nirmal Century, Kristi Poudel, Shekhar Khanal","Drama,Action",2h 18m,Dayaram Dahal,Kushal Films Pvt.Ltd,"6 Asar, 2071, 20 June, 2014",https://img.youtube.com/vi/j2LmEJvIJ38/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/mission-four-twenty
Ekata Majdoorko(2014),Plot not found,"Jaya Dalami, Rajan Maharjan, Dinesh Ghimire",Drama,2h 18m,Shiva Ghimire,N/A,"6 Asar, 2071, 20 June, 2014",,,,https://www.thefilmnepal.com/movie/ekata-majdoorko
Mukhauta(2014),Plot not found,"Rajesh Hamal, Saugat Malla, Arpan Thapa, Sunil Thapa, Nisha Adhikari, Robin Tamang, Dayahang Rai, Harshika Shrestha, Prasant Tamrakar, Pradeep Dhakal, Saroj Bhakrel","Drama,Action,Crime",2h 11m,Arpan Thapa,Reef Entertainment,"30 Jestha, 2071, 13 June, 2014",https://img.youtube.com/vi/XPUQYeCUaC8/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/mukhauta
Gore(2014),Plot not found,"Dilip Rayamajhi, Anu Shah","Drama,Action",2h 18m,Ramesh Kumar Rai,GS Movie Makers,"23 Jestha, 2071, 6 June, 2014",,,,https://www.thefilmnepal.com/movie/gore
Jodi No.1(2014),Plot not found,"Nikhil Upreti, Dilip Rayamajhi, Arunima Lamsal, Jharana Thapa, Neer Bikram Shah, Sunil Thapa, Ashok Sharma","Comedy,Drama",2h 13m,Uday Subba,Shree Bishnu Films,"16 Jestha, 2071, 30 May, 2014",https://img.youtube.com/vi/rvF97kfJ5q4/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/jodi-no1
Hasiya(2014),Plot not found,"Rajesh Hamal, Rubi Rana Shaha, Anoop Bikram Shahi, Hema Shrestha","Drama,Action,Crime",,Milan Chams,Chams Entertainment,"9 Jestha, 2071, 23 May, 2014",https://img.youtube.com/vi/4ryBeYojzhI/hqdefault.jpg,,,https://www.thefilmnepal.com/movie/hasiya
